RowNumber,CreditScore,1Ger2Fr3Sp,Male1_Female0,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,1Dia2Gold3Silver,Points Earned
4250,531,2,1,44,3,0,2,1,1,34416.79,0,0,5,2,924
4251,489,2,0,38,5,117289.92,1,0,0,85231.88,0,0,2,3,655
4252,601,2,1,35,2,0,2,1,1,118983.18,0,0,5,2,552
4253,452,1,1,33,7,153663.27,1,1,0,111868.23,0,0,4,4,294
4254,728,3,0,29,1,0,1,1,1,83056.22,0,0,2,2,300
4255,590,1,0,27,8,123599.49,2,1,0,1676.92,0,0,1,4,971
4256,490,2,1,29,4,0,2,1,0,32089.57,0,0,4,4,824
4257,596,3,0,76,9,134208.25,1,1,1,13455.43,0,0,5,1,374
4258,635,2,1,29,1,0,1,0,1,24865.54,0,0,1,3,798
4259,782,1,1,35,7,98556.89,2,1,0,117644.36,0,0,2,1,625
4260,790,3,0,37,3,0,3,0,0,98897.32,0,0,3,2,772
4261,587,2,1,40,2,0,4,0,1,106174.7,1,1,2,2,826
4262,794,3,0,46,8,134593.79,1,1,1,46386.37,0,0,4,1,351
4263,515,2,1,41,8,0,2,1,1,185054.14,0,0,5,1,547
4264,746,3,1,24,10,68781.82,1,0,1,47997.39,0,0,1,4,282
4265,667,1,0,56,8,137464.04,1,1,0,130846.79,1,1,3,2,235
4266,709,2,1,32,4,147307.91,1,0,1,40861.55,0,0,4,2,556
4267,536,2,0,35,8,0,1,1,0,171840.24,1,1,1,4,418
4268,711,2,0,41,3,145754.91,1,1,1,101455.07,0,0,3,2,244
4269,753,2,1,46,8,0,3,1,0,90747.94,1,1,2,2,497
4270,748,2,1,44,4,112610.77,1,0,1,2048.55,0,0,3,3,315
4271,623,2,0,57,7,71481.79,2,1,1,84421.34,0,0,3,1,847
4272,465,2,1,33,5,0,2,0,1,78698.09,0,0,5,3,1000
4273,640,3,0,34,3,77826.8,1,1,1,168544.85,0,0,4,1,329
4274,562,2,1,75,5,87140.85,1,1,1,39351.64,0,0,4,3,389
4275,502,1,0,42,0,132002.7,1,0,1,28204.98,1,1,3,4,403
4276,536,2,1,32,7,178011.5,2,1,0,22375.14,0,0,4,3,454
4277,670,1,0,32,4,102954.68,2,0,1,134942.45,0,0,5,4,244
4278,775,1,1,51,2,123783.25,1,1,1,134901.57,0,0,2,2,489
4279,759,1,1,30,4,101802.67,1,0,0,8693.8,0,0,3,3,790
4280,604,2,1,33,3,148659.48,1,0,0,42437.75,0,0,5,1,376
4281,766,1,0,62,7,142724.48,1,0,1,5893.23,1,1,2,3,460
4282,554,3,0,41,4,112152.89,1,0,1,36242.19,0,0,1,1,897
4283,487,2,0,53,10,89550.85,1,0,1,90076.85,0,0,3,4,575
4284,725,2,1,35,7,75915.75,1,1,0,150507.43,0,0,1,4,963
4285,732,1,0,42,2,118889.66,2,0,0,87422.15,0,0,3,3,226
4286,623,2,1,40,5,118788.57,1,1,0,192867.4,0,0,3,4,731
4287,781,2,0,42,3,156555.54,1,1,1,175674.01,0,0,3,1,977
4288,714,1,1,53,1,99141.86,1,1,1,72496.05,1,1,3,2,1000
4289,577,1,0,31,4,61211.18,1,1,1,145250.43,0,0,2,3,233
4290,731,3,0,37,1,128932.4,1,1,1,180712.52,0,0,4,4,868
4291,650,3,0,23,5,0,1,1,1,180622.43,0,0,3,3,918
4292,779,2,1,32,10,80728.15,1,1,0,86306.75,0,0,5,3,379
4293,706,3,0,46,2,127660.46,2,1,0,150156.82,1,1,2,2,334
4294,733,3,1,44,3,106070.89,1,0,1,101617.43,0,0,4,2,705
4295,579,1,0,42,3,137560.38,2,1,1,85424.34,0,0,2,2,909
4296,476,1,0,34,8,111905.43,1,0,1,197221.81,1,1,3,2,832
4297,775,2,1,40,9,126212.64,1,1,0,70196.57,0,0,3,1,262
4298,538,3,1,68,9,0,2,1,0,110440.5,1,1,3,4,252
4299,602,2,1,38,7,111835.94,2,1,0,124389.61,0,0,3,4,855
4300,615,2,1,30,8,0,2,0,0,3183.15,0,0,2,3,436
4301,700,1,0,28,3,99705.69,2,0,0,146723.72,0,0,5,4,435
4302,615,2,1,32,1,0,2,0,0,2139.25,0,0,4,2,883
4303,544,1,1,44,2,108895.93,1,0,0,69228.2,1,1,3,1,408
4304,573,3,1,56,3,154669.77,1,0,1,115462.27,1,1,5,4,454
4305,555,3,1,50,7,128061,2,1,1,62375.1,0,0,4,3,977
4306,692,2,0,31,2,0,2,1,0,91829.17,1,1,4,4,720
4307,476,2,0,40,4,0,2,0,0,182547.04,0,0,1,3,488
4308,770,3,1,46,9,190678.02,1,1,1,14725.36,0,0,5,2,339
4309,641,2,0,40,7,0,1,1,0,126996.67,0,0,4,3,596
4310,705,2,0,35,5,0,1,1,0,133991.11,1,1,3,2,564
4311,784,2,1,38,5,136712.91,1,0,1,169920.92,0,0,4,3,707
4312,727,3,0,52,1,154733.97,1,1,0,80259.67,1,1,3,1,786
4313,576,2,0,41,4,112609.91,1,0,0,191035.18,1,1,4,4,660
4314,646,3,1,69,10,115462.44,1,1,0,40421.87,0,0,2,3,701
4315,638,2,1,34,5,133501.36,1,0,1,155643.04,0,0,1,3,355
4316,632,1,1,30,1,58668.02,1,1,1,78670.52,0,0,1,3,398
4317,850,3,1,44,7,89118.26,1,1,0,104240.77,1,1,1,2,668
4318,492,2,0,28,9,0,2,1,0,95957.09,0,0,4,3,980
4319,673,1,0,77,10,76510.52,2,0,1,59595.66,0,0,4,3,363
4320,609,3,1,34,7,140694.78,2,1,0,46266.63,0,0,3,1,726
4321,701,1,1,36,7,95448.32,2,1,0,189085.07,0,0,1,2,692
4322,651,2,1,34,4,91562.99,1,1,1,123954.15,0,0,5,1,609
4323,508,2,1,31,8,72541.48,1,1,0,129803.08,0,0,5,3,759
4324,616,3,0,43,3,120867.18,1,1,0,18761.92,1,1,4,1,386
4325,489,2,1,34,5,0,1,0,0,43540.59,0,0,5,2,583
4326,567,3,0,45,1,157320.51,1,1,0,62193.92,0,0,4,2,630
4327,714,3,1,27,3,0,3,1,1,129130.09,0,0,5,4,742
4328,678,1,0,30,1,139676.95,2,0,1,16146,0,0,1,4,554
4329,581,2,0,55,6,0,1,1,1,22442.13,0,0,1,4,913
4330,748,3,1,60,3,0,2,1,1,78194.37,0,0,1,1,505
4331,781,2,0,19,3,0,2,1,1,124297.32,0,0,4,2,581
4332,691,3,1,21,3,103000.94,1,1,1,104648.58,0,0,3,4,346
4333,507,1,1,31,2,134237.07,1,1,1,166423.66,1,1,3,2,481
4334,724,1,1,34,6,118235.7,2,0,0,157137.23,0,0,5,1,618
4335,705,3,0,57,3,0,2,1,1,34134.14,0,0,4,2,778
4336,708,3,0,64,5,0,3,0,1,112520.07,1,1,2,2,465
4337,580,1,1,38,9,115442.19,2,1,0,128481.5,1,1,3,3,681
4338,850,2,1,38,5,0,2,1,0,16491.64,0,0,1,4,829
4339,714,3,1,25,2,0,1,1,1,132979.43,0,0,3,1,484
4340,559,2,0,43,1,0,2,1,1,196645.87,0,0,2,1,701
4341,577,3,0,44,8,115557,1,0,1,127506.76,0,0,1,1,336
4342,647,1,0,35,3,166518.63,2,1,0,147930.46,0,0,4,2,507
4343,554,3,1,30,6,135370.12,1,1,1,179689.05,1,1,4,2,664
4344,549,1,1,54,5,92877.33,1,1,0,2619.64,1,1,1,1,447
4345,528,2,0,26,10,102073.67,2,0,0,166799.93,0,0,4,4,370
4346,720,1,1,46,3,97042.6,1,1,1,133516.51,1,1,2,3,809
4347,743,3,1,41,7,0,1,1,0,163736.09,1,1,2,2,832
4348,615,1,1,24,8,108528.07,2,0,0,179488.41,1,1,2,1,312
4349,635,1,0,44,2,79064.85,2,0,1,113291.75,0,0,1,2,855
4350,686,3,1,45,3,74274.87,3,1,0,64907.48,1,1,4,3,228
4351,840,3,0,36,6,0,2,1,0,141364.27,0,0,2,3,429
4352,695,2,1,43,1,100421.1,1,1,1,101141.28,0,0,1,3,979
4353,564,2,1,26,7,84006.88,2,0,0,183490.99,0,0,5,4,984
4354,805,2,0,31,4,0,2,1,0,4798.12,0,0,2,2,863
4355,558,3,1,45,4,0,1,1,0,131807.14,0,0,4,3,248
4356,657,2,0,39,4,80293.81,1,1,0,97192.76,0,0,1,1,681
4357,641,2,0,42,7,125437.14,2,0,0,164128.58,0,0,3,2,551
4358,755,2,1,36,8,0,2,1,0,176809.87,0,0,2,3,549
4359,483,2,1,48,1,0,2,1,1,110059.38,0,0,3,1,471
4360,545,1,0,44,2,127536.44,1,1,0,108398.63,0,0,5,2,320
4361,678,2,1,66,8,0,2,1,1,47117.03,0,0,1,2,636
4362,781,1,0,48,9,82794.18,1,1,0,124720.68,1,1,5,1,834
4363,571,3,0,22,3,108117.1,1,0,1,53328.7,0,0,2,2,920
4364,634,3,0,35,10,0,1,1,0,82634.41,0,0,3,3,557
4365,523,1,1,27,8,61688.61,2,1,0,147059.16,0,0,4,3,316
4366,501,2,0,40,2,0,2,0,0,141946.92,0,0,5,3,872
4367,662,2,1,74,6,0,2,1,0,123583.85,0,0,1,4,512
4368,573,3,1,50,0,159304.07,1,0,1,155915.24,1,1,4,4,466
4369,648,1,1,33,5,138664.24,1,1,0,29076.27,0,0,1,2,403
4370,662,2,0,22,2,126362.57,2,1,1,97382.8,0,0,5,4,964
4371,725,2,1,39,4,160652.45,2,1,0,57643.55,0,0,1,3,571
4372,563,2,0,35,2,183572.84,1,1,1,66006.75,1,1,2,4,488
4373,628,2,1,31,0,88421.81,1,0,0,72350.47,0,0,2,4,800
4374,546,3,0,45,2,0,1,0,0,197789.83,1,1,4,1,603
4375,688,1,1,41,2,112871.19,2,0,1,65520.74,0,0,2,2,335
4376,850,1,1,41,8,60880.68,1,1,0,31825.84,0,0,4,4,448
4377,614,2,0,34,5,0,2,1,0,185561.89,0,0,5,4,399
4378,719,2,0,37,9,101455.7,1,1,0,25803.59,1,1,3,2,844
4379,757,2,0,71,0,88084.13,2,1,1,154337.47,0,0,4,2,522
4380,669,2,1,29,7,0,2,1,1,138145.62,0,0,2,3,913
4381,438,1,1,59,7,127197.14,1,1,0,51565.98,1,1,2,2,550
4382,492,2,1,39,7,0,2,0,1,71323.23,0,0,5,2,399
4383,622,2,0,39,9,83456.79,2,0,0,38882.34,0,0,3,3,342
4384,645,2,1,42,4,98298.18,1,1,1,676.06,0,0,4,1,234
4385,728,2,1,37,0,0,2,1,1,72203.8,0,0,1,2,851
4386,651,2,1,35,2,86911.8,1,1,0,174094.24,0,0,5,2,849
4387,783,1,0,42,2,139707.28,1,1,0,2150.22,0,0,2,3,501
4388,732,3,0,67,1,0,2,1,1,177783.04,0,0,5,1,407
4389,553,3,0,39,1,142876.98,2,1,0,44363.42,0,0,4,2,649
4390,660,2,1,30,7,146301.31,1,0,0,96847.91,0,0,1,2,950
4391,670,2,0,40,3,47364.45,1,1,1,148579.43,1,1,2,2,578
4392,718,2,1,38,7,0,2,1,0,38308.34,0,0,2,4,680
4393,787,2,1,51,0,58137.08,1,0,1,142538.31,0,0,5,1,456
4394,775,1,0,38,6,179886.41,2,0,0,153122.58,0,0,3,2,724
4395,479,1,1,24,6,107637.97,2,0,1,169505.83,0,0,5,2,456
4396,660,2,0,20,6,167685.56,1,1,0,57929.9,0,0,5,1,345
4397,721,1,1,68,4,136525.99,1,0,0,175399.14,0,0,4,4,439
4398,659,1,1,39,8,52106.33,2,1,1,107964.36,0,0,1,4,595
4399,743,2,0,39,8,0,1,1,0,94263.44,0,0,3,2,296
4400,670,2,0,45,9,104930.38,1,1,0,155921.81,1,1,3,2,720
4401,766,1,0,34,6,106434.94,1,0,1,137995.66,1,1,1,1,384
4402,845,3,0,38,2,112803.92,1,1,0,179631.85,0,0,1,1,881
4403,710,1,0,46,10,120530.34,1,1,0,166586.99,1,1,4,1,977
4404,602,1,0,43,2,113641.49,4,1,0,115116.35,1,1,2,3,679
4405,604,3,1,43,2,145081.72,1,1,1,23881.62,0,0,2,1,852
4406,564,3,0,35,9,0,2,1,1,105837.38,0,0,4,3,505
4407,637,1,0,27,7,135842.89,1,1,1,101418.05,0,0,3,1,483
4408,527,2,0,31,1,112203.25,1,1,0,182266.01,0,0,3,3,903
4409,687,2,1,34,7,129895.19,1,0,1,28698.17,0,0,3,3,478
4410,756,1,1,41,6,149049.92,1,0,1,50422.36,1,1,4,1,783
4411,503,1,1,42,9,153279.39,1,1,1,151336.96,0,0,4,1,307
4412,657,3,1,42,5,41473.33,1,1,0,112979.6,1,1,2,3,603
4413,666,2,0,40,2,0,2,0,0,36371.27,0,0,2,4,879
4414,615,1,1,39,5,113193.51,2,1,1,52166.25,0,0,4,2,624
4415,712,1,1,27,8,113174.21,2,1,0,147261.58,0,0,4,3,622
4416,764,2,0,24,0,0,2,1,0,88724.49,0,0,3,3,470
4417,471,2,1,42,3,164951.56,1,1,0,190531.77,0,0,3,1,361
4418,608,3,1,27,4,153325.1,1,1,1,199953.33,0,0,3,4,778
4419,682,3,0,47,10,134032.01,1,1,0,144290.97,0,0,3,1,725
4420,587,1,0,32,3,125445.04,2,1,1,130514.78,0,0,3,4,764
4421,714,1,0,35,6,126077.43,2,1,1,53954.24,0,0,2,1,352
4422,630,3,0,31,1,0,2,1,1,169802.73,0,0,4,2,402
4423,648,1,0,28,8,90371.09,1,1,1,146851.73,0,0,4,2,842
4424,785,2,0,40,3,0,2,1,1,96832.82,0,0,1,3,222
4425,601,1,0,47,1,142802.02,1,1,1,57553.02,0,0,1,4,712
4426,717,2,0,28,1,90537.16,1,0,1,74800.99,0,0,3,3,448
4427,707,2,0,44,6,0,2,1,1,192542.17,0,0,4,3,463
4428,771,2,0,23,7,156123.73,1,1,0,72990.62,0,0,3,1,769
4429,602,2,0,35,5,0,2,1,0,31050.02,0,0,5,1,414
4430,626,2,1,38,7,141074.59,1,1,0,52795.56,1,1,2,1,323
4431,588,3,1,59,4,0,2,1,1,27435.41,0,0,3,4,330
4432,616,1,0,42,6,117899.95,2,0,0,150266.81,0,0,3,2,653
4433,621,3,1,33,4,0,2,1,1,40299.23,0,0,4,4,914
4434,674,2,1,26,6,166257.96,1,1,1,149369.41,0,0,1,2,870
4435,633,3,0,46,3,0,2,1,0,120250.58,0,0,2,1,477
4436,698,1,0,64,1,169362.43,1,1,0,84760.32,1,1,2,4,841
4437,508,2,1,26,7,205962,1,1,0,156424.4,0,0,1,1,954
4438,736,2,0,24,0,0,2,1,0,109355.73,1,1,1,4,446
4439,672,1,1,68,0,126061.51,2,1,1,184936.77,0,0,4,3,564
4440,613,2,0,21,7,105627.95,1,1,1,36560.51,0,0,5,3,495
4441,712,2,1,32,9,100606.02,1,1,0,165693.06,0,0,1,1,542
4442,624,2,0,38,3,0,2,1,1,163666.85,0,0,3,2,357
4443,676,2,1,38,1,0,2,0,1,35644.79,0,0,4,3,498
4444,683,1,0,32,0,138171.1,2,1,1,188203.58,0,0,1,1,433
4445,489,2,0,31,7,139395.08,1,0,1,6120.84,0,0,4,2,348
4446,739,2,1,29,1,0,2,1,1,164484.78,0,0,5,1,852
4447,701,2,0,37,3,0,2,1,1,164268.28,0,0,5,3,647
4448,666,1,0,50,7,109062.28,1,1,1,140136.1,1,1,5,3,542
4449,565,1,0,40,1,89994.71,2,0,1,121084.27,0,0,4,2,576
4450,666,2,1,36,3,0,2,1,0,35156.54,0,0,2,1,995
4451,633,2,1,59,2,103996.74,1,1,1,103159.11,0,0,4,2,678
4452,578,2,1,34,4,175111.11,1,1,1,74858.3,0,0,2,4,311
4453,812,3,0,49,8,66079.45,2,0,0,91556.57,1,1,5,3,632
4454,809,1,1,33,8,148055.74,1,0,0,199203.21,0,0,1,2,981
4455,615,2,1,36,6,0,1,1,1,27011.8,1,1,2,3,566
4456,684,3,0,31,8,0,2,1,0,188637.05,0,0,4,4,515
4457,544,2,1,40,8,0,2,1,0,61581.2,0,0,5,1,408
4458,713,1,1,47,1,95994.98,1,1,0,197529.23,0,0,5,3,757
4459,633,2,1,37,2,0,2,1,0,182258.17,0,0,3,1,918
4460,672,1,0,23,10,110741.56,1,1,0,80778.5,0,0,4,4,455
4461,661,2,1,35,5,0,1,1,0,155394.52,0,0,1,3,698
4462,749,3,0,28,3,0,1,1,0,3408.7,0,0,1,3,811
4463,635,3,0,32,8,0,2,1,1,19367.98,1,1,3,3,491
4464,850,1,0,70,1,96947.58,3,1,0,62282.99,1,1,5,3,365
4465,641,2,1,41,6,0,2,1,0,65396.79,0,0,5,4,226
4466,633,1,1,30,2,109786.82,2,1,1,139712.81,0,0,2,2,778
4467,413,3,1,35,2,0,2,1,1,60972.84,0,0,1,3,541
4468,538,2,1,31,1,0,2,1,0,1375.46,0,0,1,2,360
4469,437,2,0,39,0,102721.49,1,0,0,22191.82,0,0,1,3,696
4470,612,3,1,33,5,69478.57,1,1,0,8973.67,1,1,1,2,836
4471,516,1,0,53,1,156674.2,1,1,0,118502.34,1,1,4,3,827
4472,826,3,0,56,8,174506.1,2,0,1,161802.82,1,1,3,1,808
4473,660,1,0,23,6,166070.48,2,0,0,90494.72,0,0,4,3,313
4474,646,1,0,29,4,105957.44,1,1,0,15470.91,0,0,1,2,345
4475,767,2,1,36,3,0,1,0,0,65147.27,0,0,2,1,470
4476,640,2,1,40,8,110340.68,1,1,1,157886.6,0,0,4,1,778
4477,778,2,1,33,1,0,2,1,0,85439.73,0,0,2,1,624
4478,679,1,1,52,9,135870.01,2,0,0,54038.62,0,0,2,3,510
4479,549,2,1,31,4,0,2,0,1,25684.85,0,0,1,2,427
4480,598,2,1,47,2,0,2,1,1,186116.54,0,0,1,2,316
4481,655,2,0,45,0,0,2,1,0,166830.71,0,0,2,3,434
4482,494,2,1,30,3,85704.95,1,0,1,27886.06,0,0,2,2,520
4483,653,2,0,42,1,0,2,1,1,5768.32,0,0,2,4,397
4484,539,1,0,38,8,105435.74,1,0,0,80575.44,1,1,2,2,627
4485,645,2,0,37,1,0,2,1,1,68987.55,0,0,3,3,973
4486,751,1,1,34,9,108513.25,2,1,1,27097.82,0,0,5,4,264
4487,528,2,1,35,3,156687.1,1,1,0,199320.77,0,0,4,2,982
4488,696,1,1,31,3,150604.52,1,0,0,5566.6,0,0,5,2,326
4489,716,2,0,44,6,155114.9,1,0,0,133871.83,0,0,5,4,682
4490,602,2,0,35,8,0,2,1,1,152843.53,0,0,2,2,677
4491,647,3,0,64,1,91216,1,1,1,41800.18,0,0,1,1,402
4492,850,1,1,61,3,141784.02,1,1,1,92053.75,0,0,1,4,781
4493,590,2,0,32,0,127763.24,1,1,0,100717.54,0,0,2,1,417
4494,825,3,0,32,1,0,2,1,1,42935.15,0,0,1,2,359
4495,850,3,1,31,6,82613.56,2,1,0,149170.92,0,0,2,1,791
4496,789,2,0,32,7,69423.52,1,1,0,107499.39,0,0,2,4,666
4497,701,2,0,42,6,86167.82,1,1,0,153342.38,0,0,5,1,958
4498,713,3,0,47,1,0,1,1,0,107825.08,1,1,5,1,571
4499,570,2,1,30,2,131406.56,1,1,1,47952.45,0,0,1,3,636
4500,536,1,0,44,4,121898.82,1,0,0,131007.18,0,0,2,3,763
4501,771,1,1,32,9,77487.2,1,0,0,33143.04,0,0,3,4,918
4502,512,2,0,75,2,0,1,1,0,123304.62,0,0,3,3,355
4503,698,3,1,45,5,164450.94,1,1,0,141970.02,1,1,3,4,347
4504,656,2,1,33,7,138705.02,2,1,0,37136.15,0,0,1,3,396
4505,761,3,1,37,7,132730.17,1,1,0,199293.01,0,0,2,2,649
4506,709,2,0,30,5,0,2,0,1,161388.22,0,0,3,2,418
4507,597,3,0,66,3,0,1,1,1,70532.53,0,0,2,1,414
4508,592,2,1,28,2,116498.22,1,1,0,144290.25,0,0,4,1,238
4509,599,2,0,41,1,0,2,1,0,96069.82,0,0,2,4,458
4510,572,1,0,35,1,139979.07,1,1,0,185662.84,0,0,4,4,598
4511,611,1,0,43,9,127216.31,2,0,1,17913.25,0,0,3,1,564
4512,634,2,0,45,2,0,4,1,0,101039.53,1,1,2,4,611
4513,666,2,1,51,2,148222.65,1,0,0,156953.54,1,1,2,1,595
4514,696,2,0,41,8,0,2,0,0,28276.83,0,0,3,2,628
4515,669,2,0,38,8,0,2,1,0,84049.16,0,0,4,2,800
4516,726,3,1,30,8,134152.29,1,1,1,147822.44,0,0,1,2,426
4517,497,1,0,32,8,111537.23,4,1,1,9497.99,1,1,5,4,822
4518,750,3,0,39,7,119565.92,1,1,0,87067.73,0,0,1,4,918
4519,850,3,0,29,7,0,2,1,0,23237.25,0,0,5,2,241
4520,617,3,1,38,7,0,1,1,1,27239.28,0,0,1,1,743
4521,652,1,1,46,10,121063.8,3,1,0,151481.86,1,1,5,4,683
4522,560,3,0,27,7,124995.98,1,1,1,114669.79,0,0,5,4,457
4523,629,3,1,39,5,0,2,0,0,116748.14,0,0,5,3,839
4524,660,1,0,52,4,86891.84,1,1,0,90877.76,0,0,4,1,753
4525,676,2,1,38,8,0,2,1,1,133692.88,0,0,2,1,864
4526,581,3,1,43,9,78022.61,1,0,1,30662.91,0,0,4,2,914
4527,798,2,1,34,9,154495.79,1,1,0,191395.88,0,0,1,2,370
4528,705,2,1,38,1,189443.72,1,0,1,106648.58,0,0,3,2,648
4529,714,3,0,31,6,152926.6,1,1,1,50899.91,0,0,3,1,983
4530,664,2,0,44,8,142989.69,1,1,1,115452.51,1,1,3,1,750
4531,697,1,1,43,7,115371.94,2,1,0,64139.1,0,0,1,3,538
4532,609,2,1,37,6,0,2,0,1,22030.72,0,0,1,3,482
4533,548,3,1,38,0,178056.54,2,1,0,38434.73,0,0,5,4,427
4534,850,3,1,39,6,206014.94,2,0,1,42774.84,1,1,5,2,748
4535,656,2,1,41,2,0,2,1,0,158973.77,0,0,1,2,902
4536,727,1,1,37,9,101191.83,1,1,1,34551.35,1,1,2,2,613
4537,642,2,0,55,7,0,2,1,1,101515.76,0,0,1,2,918
4538,710,3,0,31,5,0,2,1,0,9561.73,0,0,3,2,877
4539,710,3,1,33,1,0,2,1,0,168313.17,0,0,2,3,725
4540,718,2,0,37,7,0,2,1,1,55100.09,0,0,5,2,239
4541,586,1,1,32,1,149814.54,1,1,0,31830.06,0,0,3,3,507
4542,617,3,0,36,7,115617.24,1,1,1,71519.4,0,0,4,1,801
4543,630,2,1,28,9,0,2,0,0,32599.35,0,0,2,4,625
4544,791,1,0,42,10,113657.41,2,0,1,139946.68,1,1,1,4,634
4545,673,3,1,39,8,138160,1,1,1,110468.51,0,0,3,4,778
4546,477,1,0,36,3,117700.86,1,0,0,74042,0,0,3,3,775
4547,662,2,0,37,5,0,2,1,0,151871.84,0,0,4,3,622
4548,850,1,1,37,9,122506.38,1,0,1,199693.84,1,1,2,2,229
4549,635,2,0,58,1,0,1,1,1,58907.08,1,1,1,1,318
4550,537,2,1,59,9,0,2,0,0,103799.77,1,1,4,3,948
4551,579,2,0,39,3,166501.17,2,1,0,93835.64,0,0,2,2,340
4552,651,3,0,46,4,89743.05,1,1,0,156425.57,1,1,5,2,860
4553,610,2,0,25,2,0,2,1,0,123723.83,0,0,3,4,923
4554,581,2,1,30,1,0,2,1,0,199464.08,0,0,4,2,606
4555,592,2,1,39,7,0,2,1,0,83084.33,0,0,5,4,563
4556,688,3,0,35,6,0,1,1,0,25488.43,1,1,1,4,901
4557,681,2,0,18,1,98894.39,1,1,1,9596.4,0,0,1,3,553
4558,658,1,1,37,3,168735.74,2,0,0,70370.24,0,0,3,2,226
4559,792,2,1,34,1,0,1,0,1,86330.32,0,0,4,1,836
4560,528,1,0,62,7,133201.17,1,0,0,168507.68,1,1,1,1,866
4561,624,3,0,36,0,0,2,1,0,111605.9,0,0,3,3,353
4562,562,1,1,31,4,127237.25,2,0,1,143317.42,0,0,4,1,938
4563,678,1,1,36,1,117864.85,2,1,0,27619.06,0,0,3,4,643
4564,705,1,0,64,3,153469.26,3,0,0,146573.66,1,1,4,2,875
4565,650,1,1,23,4,93911.3,2,1,0,69055.45,0,0,5,2,774
4566,593,3,0,46,2,76597.79,1,1,1,54453.72,0,0,1,3,520
4567,652,2,0,40,4,79927.36,2,1,1,33524.6,0,0,5,4,640
4568,554,3,0,27,4,0,2,1,1,135083.73,0,0,5,4,738
4569,584,1,1,32,8,40172.91,1,1,1,137439.34,0,0,5,4,995
4570,516,2,1,33,7,115195.58,1,1,1,11205.5,0,0,4,1,943
4571,789,1,0,43,9,116644.29,2,1,1,60176.1,0,0,3,4,642
4572,598,1,1,20,8,180293.84,2,1,1,29552.7,0,0,1,4,664
4573,669,1,0,30,7,139872.81,1,1,0,188795.85,0,0,3,4,302
4574,645,2,0,24,3,34547.82,1,1,1,11638.17,0,0,2,4,581
4575,659,2,0,32,9,0,2,1,1,93155.75,0,0,1,2,428
4576,833,1,1,29,1,96462.25,2,0,1,48986.18,0,0,4,2,298
4577,697,3,0,40,7,130334.35,2,0,1,116951.1,0,0,4,2,850
4578,580,1,1,39,3,119688.81,1,1,0,137041.26,0,0,4,1,804
4579,691,2,1,38,1,0,2,0,0,44653.5,0,0,1,3,885
4580,534,2,1,52,1,0,3,1,1,104035.41,1,1,5,4,278
4581,478,2,0,32,6,71187.24,1,1,1,110593.62,0,0,3,3,248
4582,572,2,0,47,2,0,2,1,0,36099.7,0,0,4,3,991
4583,501,2,1,37,4,0,2,0,0,12470.3,0,0,4,3,453
4584,624,3,0,38,8,0,2,1,0,95403.41,0,0,5,2,735
4585,595,2,0,39,9,136422.41,1,1,1,151757.81,0,0,1,2,379
4586,603,2,1,30,8,0,2,1,1,47536.46,0,0,5,3,320
4587,602,2,0,25,0,0,2,1,1,101274.17,0,0,1,2,502
4588,500,2,0,34,6,0,1,1,1,140268.45,0,0,2,2,523
4589,422,2,1,41,6,153238.88,1,1,0,11663.09,0,0,5,3,741
4590,615,2,1,35,7,0,2,1,0,150784.29,0,0,1,3,948
4591,635,2,0,78,6,47536.4,1,1,1,119400.08,0,0,4,3,896
4592,711,2,0,32,1,0,2,1,0,126188.42,0,0,4,4,296
4593,834,2,1,36,8,142882.49,1,1,0,89983.02,1,1,3,1,328
4594,633,2,0,44,7,0,2,1,0,29761.29,0,0,2,4,627
4595,650,2,0,31,1,160566.11,2,0,0,27073.81,0,0,1,1,404
4596,743,1,1,65,2,131935.51,1,1,1,96399.67,1,1,3,4,399
4597,567,2,1,38,6,127678.8,2,0,0,45422.89,0,0,1,3,871
4598,706,1,0,46,4,105214.58,1,1,0,108699.59,1,1,3,2,635
4599,638,2,1,46,9,139859.54,1,1,0,38967.29,0,0,4,3,946
4600,641,2,0,38,3,0,2,1,0,116466.19,0,0,4,1,975
4601,574,2,0,34,5,112324.45,2,1,1,17993.43,0,0,4,3,674
4602,642,1,1,30,8,134497.27,1,0,0,43250.54,0,0,3,3,999
4603,722,3,0,35,1,120171.58,1,1,0,125240.8,0,0,2,4,324
4604,623,2,1,23,1,106012.2,2,0,1,191415.94,0,0,2,3,919
4605,681,2,1,25,5,0,1,0,1,90860.97,0,0,4,1,875
4606,530,2,0,34,8,0,2,0,1,141872.52,0,0,2,3,781
4607,797,2,0,55,10,0,4,1,1,49418.87,1,1,1,3,248
4608,653,2,1,51,3,0,1,1,0,170426.65,1,1,3,4,435
4609,850,1,1,42,8,119839.69,1,0,1,51016.02,1,1,2,3,303
4610,581,3,1,34,1,0,2,0,1,81175.25,0,0,3,4,602
4611,589,1,1,38,8,92219.21,1,1,0,99106.97,0,0,2,2,554
4612,555,1,1,48,3,142055.41,2,0,1,79134.78,0,0,3,4,263
4613,748,2,0,49,7,29602.08,1,0,0,163550.58,1,1,4,4,699
4614,745,2,0,46,7,0,2,1,1,67769.94,0,0,4,2,483
4615,730,2,1,34,1,0,2,1,1,126592.01,0,0,3,1,865
